,filename,aeroplane,bicycle,bird,boat,bottle,bus,car,cat,chair,cow,diningtable,dog,horse,motorbike,person,pottedplant,sheep,sofa,train,tvmonitor
51,2007_000738.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,2007_000762.jpg,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0
53,2007_000768.jpg,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,2007_000783.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
55,2007_000793.jpg,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0
56,2007_000799.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57,2007_000804.jpg,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0
58,2007_000807.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
59,2007_000822.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
60,2007_000830.jpg,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
61,2007_000836.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
62,2007_000837.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,2007_000847.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
64,2007_000862.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
65,2007_000876.jpg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
66,2007_000904.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
67,2007_000925.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
68,2007_000999.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
69,2007_001027.jpg,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,1
70,2007_001073.jpg,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
71,2007_001149.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
72,2007_001154.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73,2007_001175.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
74,2007_001185.jpg,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
75,2007_001225.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76,2007_001239.jpg,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
77,2007_001284.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
78,2007_001288.jpg,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,2007_001289.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2007_001299.jpg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
81,2007_001311.jpg,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
82,2007_001321.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
83,2007_001340.jpg,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0
84,2007_001377.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,2007_001397.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
86,2007_001408.jpg,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
87,2007_001416.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
88,2007_001420.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
89,2007_001423.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,2007_001430.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,1
91,2007_001439.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
92,2007_001457.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
93,2007_001458.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
94,2007_001487.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,2007_001526.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
96,2007_001558.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
97,2007_001568.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,2007_001583.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
99,2007_001585.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
100,2007_001586.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
101,2007_001587.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,2007_001594.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,0
103,2007_001595.jpg,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2007_001602.jpg,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,2007_001609.jpg,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
106,2007_001627.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
107,2007_001630.jpg,0,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
108,2007_001667.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
109,2007_001677.jpg,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
110,2007_001678.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3
111,2007_001686.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
112,2007_001698.jpg,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,2007_001704.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,2007_001709.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
115,2007_001717.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1
116,2007_001724.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
117,2007_001733.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
118,2007_001761.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,2007_001763.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
120,2007_001764.jpg,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
121,2007_001774.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,2007_001825.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
123,2007_001834.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
124,2007_001857.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0
125,2007_001872.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,2007_001884.jpg,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,2007_001901.jpg,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0
128,2007_001917.jpg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
129,2007_001955.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
130,2007_001960.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,2007_002024.jpg,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,2007_002046.jpg,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
133,2007_002055.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
134,2007_002079.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
135,2007_002088.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
136,2007_002094.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,2007_002099.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,2007_002105.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
139,2007_002107.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,2007_002119.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1
141,2007_002120.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
142,2007_002132.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,2007_002142.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
144,2007_002198.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,2007_002212.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,2007_002216.jpg,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,2007_002227.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
148,2007_002234.jpg,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,2007_002260.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,2007_002262.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
151,2007_002266.jpg,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,2007_002268.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
153,2007_002273.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
154,2007_002281.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
155,2007_002284.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
156,2007_002293.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
157,2007_002344.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
158,2007_002361.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
159,2007_002368.jpg,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0
160,2007_002370.jpg,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
161,2007_002376.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,2007_002378.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
163,2007_002387.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0
164,2007_002400.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2007_002403.jpg,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,2007_002412.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,2007_002426.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
168,2007_002427.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
169,2007_002445.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
170,2007_002462.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,2007_002470.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
172,2007_002488.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
173,2007_002539.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,2007_002545.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
175,2007_002565.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
176,2007_002597.jpg,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
177,2007_002611.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
178,2007_002618.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
179,2007_002619.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,2007_002624.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
181,2007_002639.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
182,2007_002643.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0
183,2007_002648.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
184,2007_002668.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0
185,2007_002669.jpg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0
186,2007_002719.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
187,2007_002728.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
188,2007_002760.jpg,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
189,2007_002789.jpg,0,0,0,0,0,0,4,0,0,8,0,0,0,0,1,0,0,0,0,0
190,2007_002823.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
191,2007_002824.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
192,2007_002845.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
193,2007_002852.jpg,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
194,2007_002895.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
195,2007_002896.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,2007_002903.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
197,2007_002914.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
198,2007_002953.jpg,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
199,2007_002954.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
200,2007_002967.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
201,2007_003000.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,2007_003011.jpg,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,0,2
203,2007_003020.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
204,2007_003022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
205,2007_003051.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
206,2007_003088.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
207,2007_003091.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
208,2007_003101.jpg,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
209,2007_003104.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
210,2007_003106.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
211,2007_003110.jpg,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
212,2007_003118.jpg,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
213,2007_003131.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,2007_003134.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
215,2007_003137.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,2007_003143.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
217,2007_003169.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,2007_003178.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
219,2007_003188.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
220,2007_003189.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
221,2007_003190.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
222,2007_003191.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
223,2007_003194.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
224,2007_003195.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,2007_003201.jpg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
226,2007_003205.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
227,2007_003207.jpg,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,2007_003226.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
229,2007_003251.jpg,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
230,2007_003267.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,2007_003286.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
232,2007_003329.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
233,2007_003330.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,2007_003349.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,2007_003367.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0
236,2007_003373.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
237,2007_003431.jpg,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238,2007_003451.jpg,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
239,2007_003499.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
240,2007_003503.jpg,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0
241,2007_003506.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
242,2007_003525.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
243,2007_003529.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
244,2007_003530.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
245,2007_003541.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0
246,2007_003565.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,2007_003571.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2007_003580.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
249,2007_003581.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
250,2007_003587.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
251,2007_003593.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
252,2007_003604.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
253,2007_003611.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
254,2007_003621.jpg,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
255,2007_003659.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
256,2007_003668.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
257,2007_003682.jpg,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,2007_003711.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0
259,2007_003714.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
260,2007_003715.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,2007_003742.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
262,2007_003745.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
263,2007_003747.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
264,2007_003778.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0
265,2007_003786.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
